Segment,monetary,avg_review_score,avg_review_len,avg_delay,avg_freight_ratio,avg_item_count,customer_count,total_revenue,revenue_share_pct
Budget-Regular,50.81397629410131,4.523329063390643,10.05511698614069,-12.245058686480673,0.3585024723284797,1.01226193783375,21598,1097480.26,7.1
Bulk-Buyer,269.37195701764915,3.768931177545657,38.17713410973706,-13.217756703527721,0.2277807382970974,2.44813341032575,8329,2243599.03,14.5
Delivery-Disappointed,166.92787206526063,1.3952032762965911,76.19321749126763,0.2587417606302167,0.201252458344907,1.055859530441703,10052,1677958.9699999997,10.9
Engaged-Premium,187.63367497367497,4.604805361948219,62.12803740660883,-13.145852509600276,0.15955137675880857,1.003598589312875,19943,3741978.38,24.3
Silent-Premium,199.23615561804476,4.586143685267175,0.10732768936221132,-12.168787092555622,0.1386543765054648,1.0019949771221162,33428,6660066.21,43.2
