lat,lng,Segment,customer_city
-23.594790614490144,-46.68693037996994,Delivery-Disappointed,sao paulo
-23.527079999999998,-46.5224421895666,Delivery-Disappointed,sao paulo
-23.634063,-46.56286594670784,Delivery-Disappointed,sao caetano do sul
-22.866385578662914,-43.372546724464776,Delivery-Disappointed,rio de janeiro
-24.314531402289152,-52.52943843154543,Delivery-Disappointed,mambore
-25.40185417929483,-49.20590335359798,Delivery-Disappointed,curitiba
-23.184481107132555,-45.87242012963361,Delivery-Disappointed,sao jose dos campos
-25.4418509866698,-49.311134222815554,Delivery-Disappointed,curitiba
-19.941251206777615,-44.11217987308247,Delivery-Disappointed,betim
-23.577233867332225,-46.75660664450597,Delivery-Disappointed,sao paulo
-3.7226745000000014,-38.6056755,Delivery-Disappointed,fortaleza
-2.921286819583814,-41.74621695724223,Delivery-Disappointed,parnaiba
-19.92623391618096,-43.96560766250218,Delivery-Disappointed,belo horizonte
-19.930871148479472,-43.93471710629582,Delivery-Disappointed,belo horizonte
-23.609357549541244,-46.489552176798995,Delivery-Disappointed,sao paulo
-10.914487637567749,-37.67092165463835,Delivery-Disappointed,lagarto
-22.556825701497495,-47.42307221908908,Delivery-Disappointed,limeira
-14.722475403666715,-49.46867447830396,Delivery-Disappointed,hidrolina
-15.80000329753588,-48.06824385128927,Delivery-Disappointed,brasilia
-23.739405489159385,-46.4943553556231,Delivery-Disappointed,santo andre
-22.530642695437614,-50.556634360334954,Delivery-Disappointed,primavera
-22.92356707409551,-43.21262803260434,Delivery-Disappointed,rio de janeiro
-3.6090760349263444,-45.34172963166411,Delivery-Disappointed,pindare mirim
-23.501562367383418,-46.81279487754352,Delivery-Disappointed,barueri
-9.563418499384907,-35.745880143088336,Delivery-Disappointed,maceio
-23.739405489159385,-46.4943553556231,Delivery-Disappointed,santo andre
-23.52721856262902,-46.91030914609816,Delivery-Disappointed,jandira
-23.48836053830283,-46.60200264286745,Delivery-Disappointed,sao paulo
-22.91167752899767,-43.19814225437128,Delivery-Disappointed,rio de janeiro
-30.256065260483723,-54.91883002260803,Delivery-Disappointed,rosario do sul
-27.54240866084872,-48.49699966851308,Delivery-Disappointed,florianopolis
-22.9961882714524,-43.25844145073268,Delivery-Disappointed,rio de janeiro
-20.311293095777486,-40.321665567089866,Delivery-Disappointed,vitoria
-22.945210543712847,-43.33984223255832,Delivery-Disappointed,rio de janeiro
-22.909623653615373,-43.17677364461301,Delivery-Disappointed,rio de janeiro
-20.46093116515656,-54.61124017353395,Delivery-Disappointed,campo grande
-19.8070133982918,-43.98096602054356,Delivery-Disappointed,belo horizonte
-23.65218934609616,-46.53875018356984,Delivery-Disappointed,santo andre
-25.454675584491422,-49.35025888092221,Delivery-Disappointed,curitiba
-3.7244741589308688,-38.55319695300771,Delivery-Disappointed,fortaleza
-23.320777806996176,-46.7325769232026,Delivery-Disappointed,franco da rocha
-23.55780088675821,-46.76999067236991,Delivery-Disappointed,osasco
-30.02367479516995,-51.13342257056094,Delivery-Disappointed,porto alegre
-22.91768636469216,-43.231241920278116,Delivery-Disappointed,rio de janeiro
-23.413511273659765,-46.496331967035076,Delivery-Disappointed,guarulhos
-22.90422759248954,-43.36035788504503,Delivery-Disappointed,rio de janeiro
-21.764199268942235,-43.346325855675445,Delivery-Disappointed,juiz de fora
-25.41922327734451,-51.48176607746565,Delivery-Disappointed,guarapuava
-23.622674349477563,-46.67642273466278,Delivery-Disappointed,sao paulo
-30.000788742708984,-51.31036817625689,Delivery-Disappointed,eldorado do sul
-22.61402477034372,-43.70566429135911,Delivery-Disappointed,paracambi
-27.6076755,-48.6284080724718,Delivery-Disappointed,sao jose
-22.904062574528197,-43.30650972967279,Delivery-Disappointed,rio de janeiro
-25.440104033389556,-49.35158480404242,Delivery-Disappointed,curitiba
-5.762721797820871,-35.25884578754919,Delivery-Disappointed,natal
-23.474839274770616,-46.89821131571351,Delivery-Disappointed,santana de parnaiba
-5.879342151564941,-35.180498774916785,Delivery-Disappointed,natal
-22.505694901916865,-44.08955630755467,Delivery-Disappointed,volta redonda
-23.70816,-46.526713532892806,Delivery-Disappointed,sao bernardo do campo
-19.931520729672776,-43.93375589840736,Delivery-Disappointed,belo horizonte
-23.64632811407178,-46.67910854003406,Delivery-Disappointed,sao paulo
-22.923126168734587,-43.26334318887413,Delivery-Disappointed,rio de janeiro
-24.04753355037796,-46.52627382722605,Delivery-Disappointed,praia grande
-23.52503767055225,-46.37064935334179,Delivery-Disappointed,ferraz de vasconcelos
-1.3667488537613912,-48.33865765202612,Delivery-Disappointed,marituba
-24.145393018791605,-49.82196537010345,Delivery-Disappointed,arapoti
-26.4543845594824,-53.500627279895504,Delivery-Disappointed,sao jose do cedro
-12.970364907969731,-38.43510051848935,Delivery-Disappointed,salvador
-22.781514193726554,-43.425908742413874,Delivery-Disappointed,mesquita
-23.51572635804139,-46.80061461626018,Delivery-Disappointed,osasco
-12.977628056062107,-38.50522043880201,Delivery-Disappointed,salvador
-23.542559946996306,-47.45678295253622,Delivery-Disappointed,votorantim
-23.43014084206979,-46.92733917019821,Delivery-Disappointed,santana de parnaiba
-27.589321906197647,-48.52212360618027,Delivery-Disappointed,florianopolis
-18.170511692932973,-47.96134377302198,Delivery-Disappointed,catalao
-22.042779128191384,-45.69782624999999,Delivery-Disappointed,careacu
-28.28834453416741,-52.79139806482223,Delivery-Disappointed,carazinho
-22.78986752622771,-43.17266372299474,Delivery-Disappointed,rio de janeiro
-22.885051106511668,-43.51101342290494,Delivery-Disappointed,rio de janeiro
-10.92359141329544,-37.05097999999998,Delivery-Disappointed,aracaju
-23.432767166801337,-46.720828330284455,Delivery-Disappointed,sao paulo
-4.460313170917487,-43.88951140243549,Delivery-Disappointed,codo
-12.08925543763249,-45.79618023024447,Delivery-Disappointed,luis eduardo magalhaes
-24.041133267279328,-52.37129282080416,Delivery-Disappointed,campo mourao
-23.4865890753816,-46.89306864040721,Delivery-Disappointed,barueri
-24.112863197007357,-46.667482359857104,Delivery-Disappointed,mongagua
-16.444188,-54.624337255270646,Delivery-Disappointed,rondonopolis
-29.843647566496152,-51.16881563541696,Delivery-Disappointed,esteio
-19.94452180045008,-43.93951993345966,Delivery-Disappointed,belo horizonte
-26.254807660291267,-49.52063478336091,Delivery-Disappointed,rio negrinho
-23.651135718275818,-46.80456122439265,Delivery-Disappointed,embu das artes
-27.57873107354152,-48.607637973718745,Delivery-Disappointed,sao jose
-12.948901448034867,-38.49606298579875,Delivery-Disappointed,salvador
-22.820813995373875,-47.17096708341938,Delivery-Disappointed,sumare
-21.24481728187358,-44.99836509644241,Delivery-Disappointed,lavras
-23.614087253678797,-46.68886585673923,Delivery-Disappointed,sao paulo
-23.39737530272017,-46.32366924271452,Delivery-Disappointed,aruja
-23.588259129335228,-46.529960257213354,Delivery-Disappointed,sao paulo
-23.43411781571351,-47.477925945825476,Delivery-Disappointed,sorocaba
-23.662919002481495,-46.862358983927656,Delivery-Disappointed,embu das artes
-23.408533299194993,-46.40339203673558,Delivery-Disappointed,guarulhos
-20.830716649407474,-49.36984420928264,Delivery-Disappointed,sao jose do rio preto
-22.952838782676466,-43.18857414986445,Delivery-Disappointed,rio de janeiro
-7.527555755400502,-46.03981584232008,Delivery-Disappointed,balsas
-21.153277691761648,-42.2134701152184,Delivery-Disappointed,patrocinio do muriae
-29.798817987276074,-50.04632222783558,Delivery-Disappointed,xangri-la
-18.905318813124666,-45.53284671971072,Delivery-Disappointed,paineiras
-23.622445378063674,-45.414172959679576,Delivery-Disappointed,caraguatatuba
-8.094869099082477,-34.925036060505505,Delivery-Disappointed,recife
-12.239507273385636,-38.95885389800332,Delivery-Disappointed,feira de santana
-23.622445378063674,-45.414172959679576,Delivery-Disappointed,caraguatatuba
-6.17429871402098,-47.362916121253264,Delivery-Disappointed,campestre do maranhao
-22.900391576043084,-43.201487564184305,Delivery-Disappointed,rio de janeiro
-22.73427587011464,-47.17599378518663,Delivery-Disappointed,paulinia
-23.624298054632632,-46.75525539543194,Delivery-Disappointed,sao paulo
-20.841396908061235,-41.12829858045156,Delivery-Disappointed,cachoeiro de itapemirim
-27.102098999999946,-48.62961349999995,Delivery-Disappointed,itapema
-17.856647586374176,-41.49647697582231,Delivery-Disappointed,teofilo otoni
-3.817334999999946,-38.581264499999975,Delivery-Disappointed,fortaleza
-11.183265848517188,-40.514901956930586,Delivery-Disappointed,jacobina
-20.506541272527514,-54.59900067163183,Delivery-Disappointed,campo grande
-23.380466235646992,-46.71888069406702,Delivery-Disappointed,caieiras
-19.970868116609125,-43.93993252477061,Delivery-Disappointed,belo horizonte
-23.56336681736947,-46.58312135789717,Delivery-Disappointed,sao paulo
-22.657683643389685,-43.01211159415277,Delivery-Disappointed,guapimirim
-16.7224226128167,-43.86324095489327,Delivery-Disappointed,montes claros
-23.936323741149995,-46.287043774078114,Delivery-Disappointed,guaruja
-25.38745985141605,-49.2428856313153,Delivery-Disappointed,curitiba
-23.44238589286745,-46.52134273841536,Delivery-Disappointed,guarulhos
-23.45435884762537,-46.5850697356283,Delivery-Disappointed,sao paulo
-22.95073136280994,-43.26245802309719,Delivery-Disappointed,rio de janeiro
-20.13772517845811,-40.24581185221301,Delivery-Disappointed,serra
-13.37048320812459,-39.07149533785422,Delivery-Disappointed,valenca
-30.12524031224045,-51.2084636790928,Delivery-Disappointed,porto alegre
-8.802065344725001,-63.86504975308944,Delivery-Disappointed,porto velho
-15.434039999999982,-47.60473273399998,Delivery-Disappointed,planaltina
-22.929697960571986,-43.1794021767896,Delivery-Disappointed,rio de janeiro
-30.0046847216227,-51.19766065849146,Delivery-Disappointed,porto alegre
-22.986114974864595,-43.4561553524591,Delivery-Disappointed,rio de janeiro
-22.91553294448616,-43.40164068762021,Delivery-Disappointed,rio de janeiro
-23.009930028840333,-44.220785112148,Delivery-Disappointed,angra dos reis
-23.24888349202907,-46.85337269854963,Delivery-Disappointed,jundiai
-14.81960123333446,-39.0299974843736,Delivery-Disappointed,ilheus
-21.788259192047157,-46.565584849600626,Delivery-Disappointed,pocos de caldas
-23.55418973798109,-46.18472669082058,Delivery-Disappointed,mogi das cruzes
-12.935879296109205,-38.4265224753899,Delivery-Disappointed,salvador
-23.73053443491416,-46.4797563463713,Delivery-Disappointed,santo andre
-23.493443455576134,-46.89561914855275,Delivery-Disappointed,barueri
-23.51400362587798,-46.19054482764663,Delivery-Disappointed,mogi das cruzes
-21.930852048164894,-50.49756182976886,Delivery-Disappointed,tupa
-22.93904555398464,-47.0948806120887,Delivery-Disappointed,campinas
-23.457830647238737,-46.628224381210686,Delivery-Disappointed,sao paulo
-22.854723183291437,-47.21420001345367,Delivery-Disappointed,hortolandia
-23.326012188490914,-45.99523953262444,Delivery-Disappointed,jacarei
-20.6464540645097,-50.36200134562216,Delivery-Disappointed,general salgado
-22.989315173013143,-43.353636132658394,Delivery-Disappointed,rio de janeiro
-23.5254432897456,-46.73008485760868,Delivery-Disappointed,sao paulo
-22.486701530671105,-44.078220114634384,Delivery-Disappointed,volta redonda
-30.01617894816147,-51.18053316584905,Delivery-Disappointed,porto alegre
-23.66708614601108,-46.4086238574788,Delivery-Disappointed,maua
-23.484229918795755,-51.79720835040352,Delivery-Disappointed,marialva
-20.355711075892653,-40.31707036577813,Delivery-Disappointed,vila velha
-30.03751350691113,-51.12425125089785,Delivery-Disappointed,porto alegre
-29.653317353363366,-51.10791959634732,Delivery-Disappointed,novo hamburgo
-23.409669929192624,-46.7643433148768,Delivery-Disappointed,sao paulo
-22.936854813491813,-43.35996102505908,Delivery-Disappointed,rio de janeiro
-21.30522569193254,-46.71333059214322,Delivery-Disappointed,guaxupe
-15.460159929300918,-55.74582963846584,Delivery-Disappointed,chapada dos guimaraes
-23.66984032584106,-46.71843917124474,Delivery-Disappointed,sao paulo
-22.73044114996501,-47.354885826951914,Delivery-Disappointed,americana
-22.964435507357585,-46.53509019666396,Delivery-Disappointed,braganca paulista
-20.374072683597397,-40.30532998337161,Delivery-Disappointed,vila velha
-20.29948099526813,-40.295279312809534,Delivery-Disappointed,vitoria
-22.790631827247477,-43.37444566358498,Delivery-Disappointed,sao joao de meriti
-20.084496634250105,-51.10230003473335,Delivery-Disappointed,aparecida do taboado
-25.426558207363374,-49.255262581101135,Delivery-Disappointed,curitiba
-8.022993962874759,-34.890060871836326,Delivery-Disappointed,recife
-27.172563180968265,-51.50738060224988,Delivery-Disappointed,joacaba
-8.26931719900166,-35.965222021726525,Delivery-Disappointed,caruaru
-23.651999672624683,-46.57099474225144,Delivery-Disappointed,sao bernardo do campo
-22.930412639848665,-43.34703978193807,Delivery-Disappointed,rio de janeiro
-19.949859439638715,-43.91824374730215,Delivery-Disappointed,belo horizonte
-23.489732949812062,-46.82428434360047,Delivery-Disappointed,barueri
-7.93032405096133,-34.82727381159418,Delivery-Disappointed,paulista
-22.902127847625383,-43.12463807063305,Delivery-Disappointed,niteroi
-1.4371287096488243,-48.48804837806534,Delivery-Disappointed,belem
-22.89427492911236,-43.120283203407965,Delivery-Disappointed,niteroi
-22.84035585906651,-43.07534648430111,Delivery-Disappointed,sao goncalo
-22.74877454287613,-47.64585185068378,Delivery-Disappointed,piracicaba
-20.346147192439734,-41.64174562247486,Delivery-Disappointed,irupi
-23.56127544240869,-46.461969257046256,Delivery-Disappointed,sao paulo
-23.69466988144348,-46.56802727934391,Delivery-Disappointed,sao bernardo do campo
-7.949348978660713,-35.384399423856394,Delivery-Disappointed,feira nova
-22.744428049070716,-50.79124083706301,Delivery-Disappointed,cruzalia
-5.746327419218772,-35.247635973873784,Delivery-Disappointed,natal
-23.64826956300134,-46.59230143373823,Delivery-Disappointed,sao paulo
-23.305468250966484,-46.744443382962984,Delivery-Disappointed,franco da rocha
-22.995588514515767,-51.19399580359819,Delivery-Disappointed,bela vista do paraiso
-24.00854267253503,-46.27294241879315,Delivery-Disappointed,guaruja
-23.60655887427145,-46.65669808902704,Delivery-Disappointed,sao paulo
-23.303917080239927,-51.39319789447927,Delivery-Disappointed,rolandia
-26.939899204476248,-48.64104924040381,Delivery-Disappointed,itajai
-19.813069492842576,-43.1739175118738,Delivery-Disappointed,joao monlevade
-23.51572635804139,-46.80061461626018,Delivery-Disappointed,osasco
-20.75533341719481,-42.88055185516512,Delivery-Disappointed,vicosa
-7.388569913753139,-37.50862399352359,Delivery-Disappointed,imaculada
-22.180398575592847,-49.95672899994832,Delivery-Disappointed,marilia
-29.378080970566504,-50.874708555254045,Delivery-Disappointed,gramado
-21.980138642875495,-44.93186888145688,Delivery-Disappointed,caxambu
-18.50630959335238,-54.74901121680464,Delivery-Disappointed,coxim
-21.95333984351455,-48.00318898286364,Delivery-Disappointed,ibate
-20.25624491956578,-42.03398861864435,Delivery-Disappointed,manhuacu
-7.100734947620587,-49.941471308252815,Delivery-Disappointed,xinguara
-24.31756440639886,-50.658050651901604,Delivery-Disappointed,telemaco borba
-23.49341021371684,-46.74070280835593,Delivery-Disappointed,sao paulo
-23.487407382451423,-46.62658904856028,Delivery-Disappointed,sao paulo
-19.85416653595123,-43.90542755508116,Delivery-Disappointed,belo horizonte
-23.55971076646229,-46.830354546046344,Delivery-Disappointed,carapicuiba
-23.828551543712848,-46.72473041756596,Delivery-Disappointed,sao paulo
-23.552163597005,-46.53647763711117,Delivery-Disappointed,sao paulo
-27.642501237607874,-48.68054933753507,Delivery-Disappointed,palhoca
-23.500329925341898,-46.654473121847744,Delivery-Disappointed,sao paulo
-23.5688472717122,-46.63517002345775,Delivery-Disappointed,sao paulo
-20.65214953834196,-40.48711983206925,Delivery-Disappointed,guarapari
-23.461525152374612,-46.5991642157702,Delivery-Disappointed,sao paulo
-22.73476684604374,-43.463815803301664,Delivery-Disappointed,nova iguacu
-23.621855280598997,-46.63756199125743,Delivery-Disappointed,sao paulo
-25.39156863558196,-49.21801353038264,Delivery-Disappointed,curitiba
-22.429032871382073,-42.96564152283907,Delivery-Disappointed,teresopolis
-22.899227469328885,-47.06648780502337,Delivery-Disappointed,campinas
-22.244021759247783,-43.704838079140345,Delivery-Disappointed,valenca
-12.257739451595253,-38.94567159048412,Delivery-Disappointed,feira de santana
-26.079695103182665,-53.052996266304255,Delivery-Disappointed,francisco beltrao
-19.59431840486175,-46.937175010327024,Delivery-Disappointed,araxa
-23.621855280598997,-46.63756199125743,Delivery-Disappointed,sao paulo
-21.97746515914264,-44.60518876916846,Delivery-Disappointed,aiuruoca
-20.8388020017212,-41.11606305970439,Delivery-Disappointed,cachoeiro de itapemirim
-31.307007897930358,-54.11136802600594,Delivery-Disappointed,bage
-23.45985063405276,-46.691648243060754,Delivery-Disappointed,sao paulo
-22.85306662724342,-43.32818704218364,Delivery-Disappointed,rio de janeiro
-3.743404753534559,-38.484067201709045,Delivery-Disappointed,fortaleza
-21.79221005394261,-46.55160722559255,Delivery-Disappointed,pocos de caldas
-22.058911361250384,-45.04391916735559,Delivery-Disappointed,soledade de minas
-23.014294742166268,-43.46413167283893,Delivery-Disappointed,rio de janeiro
-22.384074377158047,-41.78916,Delivery-Disappointed,macae
-22.954400999999997,-42.7030965,Delivery-Disappointed,marica
-23.004214031623405,-43.335593643632045,Delivery-Disappointed,rio de janeiro
-26.913134249178224,-49.113291279762265,Delivery-Disappointed,blumenau
-22.944469945322865,-43.184902217179285,Delivery-Disappointed,rio de janeiro
-15.800385768633804,-47.860526542200006,Delivery-Disappointed,brasilia
-23.303771025535223,-51.15444244463038,Delivery-Disappointed,londrina
-20.102547557468114,-50.589259866783756,Delivery-Disappointed,paranapua
-23.63260424617697,-46.76020040743839,Delivery-Disappointed,sao paulo
-23.49990347876395,-46.555141484044064,Delivery-Disappointed,guarulhos
-3.760222853815912,-38.581155,Delivery-Disappointed,fortaleza
-22.942726521524516,-43.33383599333488,Delivery-Disappointed,rio de janeiro
-22.47731022416761,-44.486294555654446,Delivery-Disappointed,resende
-22.970894018595992,-43.38784233625709,Delivery-Disappointed,rio de janeiro
-8.040409737704579,-50.02759606162253,Delivery-Disappointed,redencao
-23.46806613442632,-46.66436133472787,Delivery-Disappointed,sao paulo
-21.750000684430717,-43.36544222745106,Delivery-Disappointed,juiz de fora
-20.122721945022985,-42.00260571340163,Delivery-Disappointed,simonesia
-28.71452758648514,-49.30006950142965,Delivery-Disappointed,icara
-19.965074323330903,-43.94845903260437,Delivery-Disappointed,belo horizonte
-22.870421822638413,-43.34239072828781,Delivery-Disappointed,rio de janeiro
-19.52847532881349,-50.332975776383975,Delivery-Disappointed,uniao de minas
-21.788259192047157,-46.565584849600626,Delivery-Disappointed,pocos de caldas
-23.56127544240869,-46.461969257046256,Delivery-Disappointed,sao paulo
-21.134712204873303,-51.10328439406817,Delivery-Disappointed,mirandopolis
-21.44738387140962,-48.78723000008623,Delivery-Disappointed,tapinas
-23.539113681372296,-46.65672261893353,Delivery-Disappointed,sao paulo
-23.520905455450425,-46.64840659893825,Delivery-Disappointed,sao paulo
-22.429032871382073,-42.96564152283907,Delivery-Disappointed,teresopolis
-3.7380498165359057,-38.50256787140024,Delivery-Disappointed,fortaleza
-19.93697065093891,-43.97550849990613,Delivery-Disappointed,belo horizonte
-1.4537426852674302,-48.4881708871833,Delivery-Disappointed,belem
-23.607465820705173,-46.627407547665776,Delivery-Disappointed,sao paulo
-23.184481107132555,-45.87242012963361,Delivery-Disappointed,sao jose dos campos
-22.918818206215025,-47.06784794206877,Delivery-Disappointed,campinas
-22.904265865398976,-43.092822227384744,Delivery-Disappointed,niteroi
-15.744647757488249,-47.844486233664924,Delivery-Disappointed,brasilia
-12.895648343883833,-38.4066190446397,Delivery-Disappointed,salvador
-22.765958186946445,-43.30091284083267,Delivery-Disappointed,duque de caxias
-22.929697960571986,-43.1794021767896,Delivery-Disappointed,rio de janeiro
-23.539675631138568,-46.44437114131387,Delivery-Disappointed,sao paulo
-4.56866309967997,-45.130023257952075,Delivery-Disappointed,lago da pedra
-23.635116922557604,-46.60340351304175,Delivery-Disappointed,sao paulo
-22.90316625284208,-43.10713068500763,Delivery-Disappointed,niteroi
-22.900391576043084,-43.201487564184305,Delivery-Disappointed,rio de janeiro
-23.495491646811058,-46.84718581311382,Delivery-Disappointed,barueri
-29.695721979437103,-51.08809240058922,Delivery-Disappointed,novo hamburgo
-22.91553294448616,-43.40164068762021,Delivery-Disappointed,rio de janeiro
-22.724877662083816,-47.63063961609147,Delivery-Disappointed,piracicaba
-18.775628590786063,-46.404673198193166,Delivery-Disappointed,lagoa formosa
-23.490901631077055,-48.41292747503777,Delivery-Disappointed,angatuba
-23.495491646811058,-46.84718581311382,Delivery-Disappointed,barueri
-22.857339448382557,-43.450556722547546,Delivery-Disappointed,rio de janeiro
-12.922178482091322,-38.48485317683839,Delivery-Disappointed,salvador
-1.447242809963,-48.475744038952335,Delivery-Disappointed,belem
-23.44306691199995,-46.70817499999998,Delivery-Disappointed,sao paulo
-8.02806040161002,-34.91745726437687,Delivery-Disappointed,recife
-13.547470661810129,-42.49137725518767,Delivery-Disappointed,tanque novo
-23.666086341104503,-46.62287659752253,Delivery-Disappointed,diadema
-26.993432999999943,-48.634162435885465,Delivery-Disappointed,balneario camboriu
-12.930095509839576,-38.32233990394908,Delivery-Disappointed,salvador
-22.03119383458363,-47.86830633888281,Delivery-Disappointed,sao carlos
-22.74140941377228,-43.43639674575954,Delivery-Disappointed,nova iguacu
-23.288409,-45.9482753708068,Delivery-Disappointed,jacarei
-23.665189306134224,-46.64675307077729,Delivery-Disappointed,sao paulo
-22.79876631231492,-47.27661521463852,Delivery-Disappointed,sumare
-23.503488109614054,-46.7987711273679,Delivery-Disappointed,osasco
-24.010703002741373,-46.4061962395147,Delivery-Disappointed,praia grande
-23.742768794597843,-50.07329715482693,Delivery-Disappointed,jaboti
-15.707155214290086,-47.87971172450595,Delivery-Disappointed,brasilia
-23.621855280598997,-46.63756199125743,Delivery-Disappointed,sao paulo
-17.894154385113055,-51.71690793425291,Delivery-Disappointed,jatai
-11.311097874853967,-38.2195815703801,Delivery-Disappointed,itapicuru
-22.854723183291437,-47.21420001345367,Delivery-Disappointed,hortolandia
-23.96402867998731,-46.33334224132954,Delivery-Disappointed,santos
-27.567702497641726,-51.66817612776451,Delivery-Disappointed,machadinho
-23.344583859245787,-47.83886510955397,Delivery-Disappointed,tatui
-23.72550622875052,-51.09497300353909,Delivery-Disappointed,tamarana
-20.372226339202083,-40.35190781438413,Delivery-Disappointed,vila velha
-22.568376530773754,-47.40402037330482,Delivery-Disappointed,limeira
-23.85049216254596,-52.13206838053973,Delivery-Disappointed,quinta do sol
-23.194530383237616,-46.896837001804485,Delivery-Disappointed,jundiai
-27.6076755,-48.6284080724718,Delivery-Disappointed,sao jose
-16.654740469753456,-49.2418742018663,Delivery-Disappointed,goiania
-12.928757387689242,-38.47866042173931,Delivery-Disappointed,salvador
-14.221024617359033,-42.78006679256768,Delivery-Disappointed,guanambi
-27.54240866084872,-48.49699966851308,Delivery-Disappointed,florianopolis
-19.965074323330903,-43.94845903260437,Delivery-Disappointed,belo horizonte
-20.32268528922671,-40.3684942085218,Delivery-Disappointed,cariacica
-19.969855614833065,-44.058136801775525,Delivery-Disappointed,contagem
-20.342303120409042,-40.31782909945051,Delivery-Disappointed,vila velha
-23.44238589286745,-46.52134273841536,Delivery-Disappointed,guarulhos
-27.57564786475967,-48.61838774369793,Delivery-Disappointed,sao jose
-26.960052049878996,-52.532143448351306,Delivery-Disappointed,xaxim
-9.558889124775323,-35.74205182455361,Delivery-Disappointed,maceio
-14.722475403666715,-49.46867447830396,Delivery-Disappointed,hidrolina
-21.24481728187358,-44.99836509644241,Delivery-Disappointed,lavras
-9.854084647788792,-57.81509002149938,Delivery-Disappointed,nova bandeirantes
-22.93003541243005,-43.38943773232147,Delivery-Disappointed,rio de janeiro
-22.966596492368282,-43.20281028934156,Delivery-Disappointed,rio de janeiro
-1.51493676095094,-48.68840034785219,Delivery-Disappointed,vila dos cabanos
-22.71104562596596,-42.62882877464098,Delivery-Disappointed,rio bonito
-23.568397334439407,-46.594926047319525,Delivery-Disappointed,sao paulo
-23.50416851075128,-46.63768728561726,Delivery-Disappointed,sao paulo
-21.639537448348893,-41.04520349605082,Delivery-Disappointed,sao joao da barra
-29.91899618372389,-51.1721259461596,Delivery-Disappointed,canoas
-20.342467507877814,-40.28566821952616,Delivery-Disappointed,vila velha
-22.220810209919584,-45.93772077701226,Delivery-Disappointed,pouso alegre
-22.798268366640382,-43.43580916515536,Delivery-Disappointed,mesquita
-22.17391626518188,-47.37319643532263,Delivery-Disappointed,leme
-22.949477453257384,-43.18835583888282,Delivery-Disappointed,rio de janeiro
-21.6736142894858,-49.75706520613485,Delivery-Disappointed,lins
-19.828030626317943,-44.14888971317962,Delivery-Disappointed,contagem
-13.018238266412734,-42.6940706350244,Delivery-Disappointed,macaubas
-23.72156783666111,-46.70149392630851,Delivery-Disappointed,sao paulo
-16.72520277999915,-49.30891141704376,Delivery-Disappointed,goiania
-23.447220663887148,-46.42751660713256,Delivery-Disappointed,guarulhos
-21.22534076272983,-43.78829897971849,Delivery-Disappointed,barbacena
-19.94533999999993,-44.07025999999996,Delivery-Disappointed,contagem
-19.924151122684457,-43.91153207369148,Delivery-Disappointed,belo horizonte
-15.836459230091172,-48.03186831726771,Delivery-Disappointed,brasilia
-24.7467375,-53.744215962422096,Delivery-Disappointed,toledo
-22.235298273207825,-42.52693193710513,Delivery-Disappointed,nova friburgo
-23.50869652534535,-46.77773503719197,Delivery-Disappointed,osasco
-18.7163500278183,-39.84072270030395,Delivery-Disappointed,sao mateus
-22.76754255221889,-43.33476876031602,Delivery-Disappointed,sao joao de meriti
-23.20414980599,-45.89810482431184,Delivery-Disappointed,sao jose dos campos
-30.00094299144014,-51.09498079754235,Delivery-Disappointed,porto alegre
-23.558442894252423,-46.58179773723239,Delivery-Disappointed,sao paulo
-22.973308930896152,-47.14153015652956,Delivery-Disappointed,campinas
-19.95254268289243,-44.196132792948255,Delivery-Disappointed,betim
-29.68936286071428,-53.79863663587218,Delivery-Disappointed,santa maria
-23.561483773241413,-46.636216077298165,Delivery-Disappointed,sao paulo
-31.86608498471726,-52.82025455568206,Delivery-Disappointed,pedro osorio
-6.834647838584811,-40.61414067539283,Delivery-Disappointed,pio ix
-27.181012887997156,-51.238494535530236,Delivery-Disappointed,ibiam
-23.59450732944775,-46.44266175,Delivery-Disappointed,sao paulo
-19.947433295314173,-43.928925768249734,Delivery-Disappointed,belo horizonte
-23.46154956480468,-46.5737805,Delivery-Disappointed,sao paulo
-17.303533209194768,-49.02400798975774,Delivery-Disappointed,piracanjuba
-12.709261092944883,-38.3339228755306,Delivery-Disappointed,camacari
-9.44417238670357,-40.49744995500017,Delivery-Disappointed,juazeiro
-23.597860271150555,-46.59939648144286,Delivery-Disappointed,sao paulo
-30.040957613105167,-51.21296971002372,Delivery-Disappointed,porto alegre
-23.624298054632632,-46.75525539543194,Delivery-Disappointed,sao paulo
-22.83551716869791,-43.04669490118197,Delivery-Disappointed,sao goncalo
-23.005376376350846,-45.53011503621718,Delivery-Disappointed,taubate
-23.285339138631286,-47.67122744308,Delivery-Disappointed,boituva
-23.57455677047144,-46.53041401027178,Delivery-Disappointed,sao paulo
-23.700391716675306,-46.642831758122206,Delivery-Disappointed,sao paulo
-30.152503954065445,-51.16403367078965,Delivery-Disappointed,porto alegre
-22.854677050233725,-47.05197199708997,Delivery-Disappointed,campinas
-14.795859393132988,-39.04242862225496,Delivery-Disappointed,ilheus
-22.70974784549507,-43.431107235865014,Delivery-Disappointed,nova iguacu
-22.90593033308642,-42.82524461037062,Delivery-Disappointed,marica
-22.213608516792643,-49.94562551936614,Delivery-Disappointed,marilia
-22.83822538544649,-45.25748753892743,Delivery-Disappointed,potim
-22.94059037430897,-43.04215998964872,Delivery-Disappointed,niteroi
