repeat_rate_voucher,repeat_rate_no_voucher,chi2_p,voucher_share_of_payment_pct,Segment
3.4361233480176208,3.133806088006689,0.6261695078032496,50.653415793230515,Silent-Premium
3.1088082901554404,2.33809228222636,0.4202852422467017,53.57653768442593,Delivery-Disappointed
2.9791459781529297,1.364673886649507,4.831833074255807e-05,60.80095533721609,Budget-Regular
4.761904761904762,3.540918657917544,0.3923112791368426,39.83638341473409,Bulk-Buyer
5.0,4.510222129740415,0.596604988972243,51.13683390035306,Engaged-Premium
