month_label,days_elapsed,error_rate_pct,within_tier,mtd_share_pct,tier
2018-02,1,2.951588446721734,True,3.640126259147719,1-7 days
2018-02,2,2.794364320602968,True,6.906501942037206,1-7 days
2018-02,3,2.118479953761712,True,9.674185062622778,1-7 days
2018-02,4,1.6672513999631373,True,12.5351821428316,1-7 days
2018-02,5,1.3967167072355706,True,16.797718526110785,1-7 days
2018-02,6,1.7732269185513687,True,20.850702415327362,1-7 days
2018-02,7,1.0805209301802086,True,24.56004435086011,1-7 days
2018-02,8,0.25188918105990526,True,27.823195958145636,8-14 days
2018-02,9,0.46309340120592346,True,31.407198461394525,8-14 days
2018-02,10,0.20972949428238372,True,33.925626899765845,8-14 days
2018-02,11,0.5590473221983163,True,36.55008136728461,8-14 days
2018-02,12,0.6035312529914073,True,39.400191111609615,8-14 days
2018-02,13,0.4119204831710477,True,42.23873144434519,8-14 days
2018-02,14,0.40764570116814064,True,46.65832015766277,8-14 days
2018-02,15,0.10072097246333668,True,50.45967814244723,15-21 days
2018-02,16,0.530197570660934,True,53.71122928765596,15-21 days
2018-02,17,0.17438562537452318,True,56.717902834351605,15-21 days
2018-02,18,0.9911266220757162,True,59.67164461524879,15-21 days
2018-02,19,0.8945711969935594,True,63.081725058677904,15-21 days
2018-02,20,0.6986060530511111,True,67.44744531649506,15-21 days
2018-02,21,0.6467049569423272,True,71.265648190671,15-21 days
2018-02,22,0.7541084420359162,True,74.94788408575684,22+ days
2018-02,23,1.0608378038393935,True,78.349612983103,22+ days
2018-02,24,0.9008409893558555,True,81.24761499912834,22+ days
2018-02,25,0.677628992923296,True,84.75639666173726,22+ days
2018-02,26,0.2534700349045433,True,89.89598200586997,22+ days
2018-02,27,0.2405133141022563,True,94.72065123718959,22+ days
2018-03,1,0.10248458067787368,True,4.036878551585089,1-7 days
2018-03,2,0.17406010723443674,True,7.330121275221707,1-7 days
2018-03,3,0.5853616368754312,True,10.076911239839177,1-7 days
2018-03,4,1.3855951910605144,True,13.247863034302107,1-7 days
2018-03,5,1.542606935730194,True,17.146515418407226,1-7 days
2018-03,6,2.0507665735332474,True,21.150278622604297,1-7 days
2018-03,7,2.255624495801508,True,24.861153628083514,1-7 days
2018-03,8,2.019974926140626,True,27.811326921234503,8-14 days
2018-03,9,1.5571658877789276,True,30.688890783908423,8-14 days
2018-03,10,1.9277127008422954,True,33.33890119263439,8-14 days
2018-03,11,2.7395338686250903,True,36.579793307546154,8-14 days
2018-03,12,2.715091849694766,True,39.72502669645457,8-14 days
2018-03,13,0.05568612420878536,True,43.321605609518,8-14 days
2018-03,14,1.6174868038588313,True,45.74446413551391,8-14 days
2018-03,15,0.3819260855290341,True,50.07302081788028,15-21 days
2018-03,16,0.28145175459953925,True,53.435697882231196,15-21 days
2018-03,17,0.8590716347662776,True,55.53632941633033,15-21 days
2018-03,18,0.4438830357145569,True,58.70005025172983,15-21 days
2018-03,19,0.014979766034075111,True,63.26676722247932,15-21 days
2018-03,20,0.16593215912159673,True,67.02565675991067,15-21 days
2018-03,21,0.6534810774938447,True,71.10095139895991,15-21 days
2018-03,22,0.5533924361297627,True,74.32694432930754,22+ days
2018-03,23,0.5913303381445912,True,77.13726643011685,22+ days
2018-03,24,0.35610672407084853,True,79.5853936019032,22+ days
2018-03,25,0.47548848424200696,True,82.25792501690883,22+ days
2018-03,26,0.5728046869807072,True,85.92623615043337,22+ days
2018-03,27,0.39494551318265186,True,89.43392147394414,22+ days
2018-03,28,0.4224082503676928,True,92.23809864273926,22+ days
2018-03,29,0.04989838333934475,True,95.1679809884406,22+ days
2018-03,30,0.03458984247789579,True,97.48757502956636,22+ days
2018-04,1,1.8226572454611325,True,2.9313450114214765,1-7 days
2018-04,2,0.882503286681194,True,7.042026106002343,1-7 days
2018-04,3,1.506644844208012,True,10.730932210028834,1-7 days
2018-04,4,1.3947428731176152,True,14.455135113158121,1-7 days
2018-04,5,0.5994614399579478,True,18.147287813005754,1-7 days
2018-04,6,1.0563404464206259,True,20.85838863646268,1-7 days
2018-04,7,0.9068960941053894,True,23.355135574813808,1-7 days
2018-04,8,1.7036976511459005,True,25.782770979772746,8-14 days
2018-04,9,0.25307857881889445,True,30.66810678525021,8-14 days
2018-04,10,1.0347198310152084,True,33.48212681473385,8-14 days
2018-04,11,0.14434812621951593,True,37.40368708243166,8-14 days
2018-04,12,0.3133880850554311,True,40.91194811081887,8-14 days
2018-04,13,0.4878313608298885,True,43.98248628386089,8-14 days
2018-04,14,0.8049077003296254,True,45.95143542832066,8-14 days
2018-04,15,0.5349362193083392,True,49.14200054899071,15-21 days
2018-04,16,0.4477883073502804,True,53.27981340424436,15-21 days
2018-04,17,0.9202755795723463,True,56.753963991544985,15-21 days
2018-04,18,0.8045296808206828,True,60.71251232468416,15-21 days
2018-04,19,0.1518868160617892,True,65.05818057716019,15-21 days
2018-04,20,0.41290348075888483,True,67.82892060672361,15-21 days
2018-04,21,0.39966409798743097,True,69.79820606249602,15-21 days
2018-04,22,0.26223808840531426,True,72.6055484146042,22+ days
2018-04,23,0.4290255334488064,True,76.46665208964563,22+ days
2018-04,24,0.012479181846453477,True,80.78491052878881,22+ days
2018-04,25,0.629512500150811,True,84.92153172978512,22+ days
2018-04,26,0.6325383707031039,True,88.13673055072178,22+ days
2018-04,27,0.2085146031980967,True,92.13768676940616,22+ days
2018-04,28,0.16773517726452145,True,94.41916886917474,22+ days
2018-04,29,0.1364907882568899,True,96.42790779064097,22+ days
2018-05,1,1.1005717668120747,True,3.3586291441093126,1-7 days
2018-05,2,0.931782621272682,True,7.1212938080848955,1-7 days
2018-05,3,1.8323162814899,True,11.367943528704034,1-7 days
2018-05,4,1.6534746847632085,True,15.328723047362905,1-7 days
2018-05,5,0.09298336814678927,True,18.16630481701518,1-7 days
2018-05,6,0.06543903384409855,True,21.016731490360005,1-7 days
2018-05,7,0.6598051829362056,True,26.403578812179422,1-7 days
2018-05,8,3.5639722387965813,True,31.18661466596535,8-14 days
2018-05,9,2.570231357067344,True,35.58060470748401,8-14 days
2018-05,10,1.7703464239280167,True,40.62471307378554,8-14 days
2018-05,11,1.2543719994483564,True,44.44652595453696,8-14 days
2018-05,12,0.79021213421433,True,47.43872319159011,8-14 days
2018-05,13,0.6713961649031225,True,50.6347786801566,8-14 days
2018-05,14,0.07703234948030957,True,56.01706441779001,8-14 days
2018-05,15,0.2513460899688237,True,60.37736925528758,15-21 days
2018-05,16,1.0270435915408833,True,66.04351062070396,15-21 days
2018-05,17,0.2994904033029097,True,69.1733092982999,15-21 days
2018-05,18,0.48045285181609837,True,72.3325921637565,15-21 days
2018-05,19,0.6682300657304243,True,74.82557632502194,15-21 days
2018-05,20,0.11506296569366761,True,76.82991373689052,15-21 days
2018-05,21,0.5012055816590725,True,79.37636207450892,15-21 days
2018-05,22,0.5422265426316073,True,82.15658429284886,22+ days
2018-05,23,0.41709265920248206,True,83.9516540469039,22+ days
2018-05,24,0.5473739022991202,True,85.91895926212084,22+ days
2018-05,25,0.5335433294021737,True,87.52577884199584,22+ days
2018-05,26,0.6463260115806229,True,89.02422602522955,22+ days
2018-05,27,0.45310166273548563,True,90.32596341738827,22+ days
2018-05,28,0.32775380241539837,True,92.99390014579707,22+ days
2018-05,29,0.21118300064608764,True,95.60120829091713,22+ days
2018-05,30,0.13119786546387643,True,97.5749576629352,22+ days
2018-06,1,0.6457706686677177,True,3.6841373346062585,1-7 days
2018-06,2,0.9291292658480353,True,6.537031540469113,1-7 days
2018-06,3,0.6322914855171811,True,9.736289896100438,1-7 days
2018-06,4,2.2723163358370115,True,13.082821173960163,1-7 days
2018-06,5,1.0489478272115722,True,16.626862617774137,1-7 days
2018-06,6,1.4765849844162189,True,19.8064743068747,1-7 days
2018-06,7,0.40387338409659707,True,24.02359837185835,1-7 days
2018-06,8,1.266253836797094,True,27.090049530608006,8-14 days
2018-06,9,0.6476331345562958,True,30.433194372183614,8-14 days
2018-06,10,0.9997203409653472,True,33.40927600334192,8-14 days
2018-06,11,0.8987775558580327,True,39.07276508866608,8-14 days
2018-06,12,0.31016625222128763,True,43.68059714008291,8-14 days
2018-06,13,0.9795851519236685,True,47.68830070455364,8-14 days
2018-06,14,1.0241734121371435,True,50.90508512786375,8-14 days
2018-06,15,1.3655148069269505,True,53.981647175454704,15-21 days
2018-06,16,0.9137374933557126,True,56.80857837375146,15-21 days
2018-06,17,1.2907707640635864,True,58.84989390434452,15-21 days
2018-06,18,0.9513812350072555,True,62.77975488980103,15-21 days
2018-06,19,0.4892183473761264,True,66.67585032876543,15-21 days
2018-06,20,0.1271236429457335,True,70.06045949859259,15-21 days
2018-06,21,0.22768408512832475,True,73.33651495626451,15-21 days
2018-06,22,0.35295495312972675,True,76.1512571578981,22+ days
2018-06,23,0.2238980935490944,True,78.23071382292201,22+ days
2018-06,24,0.19384873136612418,True,81.12520279461725,22+ days
2018-06,25,0.5623125310822031,True,85.17907533372083,22+ days
2018-06,26,0.12370570596023439,True,88.83236714495129,22+ days
2018-06,27,0.12981796837840676,True,92.04448447209276,22+ days
2018-06,28,0.20754169445897078,True,95.71534187754166,22+ days
2018-06,29,0.039790262474644525,True,98.17165050052606,22+ days
2018-07,1,0.8677890040064332,True,2.774098856353693,1-7 days
2018-07,2,0.40303167579408783,True,5.606673655784964,1-7 days
2018-07,3,0.058398465118271244,True,8.643212762610517,1-7 days
2018-07,4,1.3563963875289173,True,12.63321077079742,1-7 days
2018-07,5,0.8032593297025902,True,15.89977938276522,1-7 days
2018-07,6,0.05690602542360398,True,18.02354814999948,1-7 days
2018-07,7,1.4586081778526478,True,19.08815240148912,1-7 days
2018-07,8,0.6380118124432813,True,20.752592840167466,8-14 days
2018-07,9,0.42986472049377766,True,22.980053225542438,8-14 days
2018-07,10,0.39651687224587445,True,25.0789418420932,8-14 days
2018-07,11,0.5899291658257745,True,27.149244360285135,8-14 days
2018-07,12,1.6495103272727245,True,29.364404774404797,8-14 days
2018-07,13,1.5167336824948063,True,32.52933662816633,8-14 days
2018-07,14,1.618823280916286,True,35.019434771857235,8-14 days
2018-07,15,0.36466977915963095,True,38.31544178204303,15-21 days
2018-07,16,0.8805644828774029,True,41.842656533820225,15-21 days
2018-07,17,1.487480609599111,True,45.22613033058104,15-21 days
2018-07,18,0.7582474057140379,True,49.95348057857695,15-21 days
2018-07,19,0.7490852382851507,True,54.28866878623393,15-21 days
2018-07,20,0.25270261860704296,True,57.976677300826275,15-21 days
2018-07,21,0.19166334567995882,True,60.42107426987674,15-21 days
2018-07,22,0.24483714653051494,True,63.4313409416598,22+ days
2018-07,23,0.6103334826309392,True,68.0231939980032,22+ days
2018-07,24,0.3821732369553146,True,72.5324041293033,22+ days
2018-07,25,0.19961187122276178,True,77.16310298950208,22+ days
2018-07,26,0.07046666556659859,True,81.17007596988415,22+ days
2018-07,27,0.04505784262329263,True,84.38248170415761,22+ days
2018-07,28,0.025670433351601022,True,87.23812308470903,22+ days
2018-07,29,0.041783299418585156,True,90.56883796347502,22+ days
2018-07,30,0.01295299178689213,True,94.86593829146646,22+ days
