seller_share_pct,cum_revenue_share_pct
30.2020202020202,90.16258445768518
30.673400673400675,90.41625162702533
31.14478114478115,90.66413473170326
31.616161616161616,90.90253819958379
32.08754208754209,91.13402815439348
32.55892255892256,91.36061541213653
33.03030303030303,91.58115985995478
33.5016835016835,91.79611719507331
33.97306397306397,92.0041448313606
34.44444444444444,92.20306427136042
34.91582491582491,92.39790036168604
35.38720538720539,92.5879074984794
35.858585858585855,92.77276204216771
36.32996632996633,92.95230205951302
36.8013468013468,93.1277927626615
37.27272727272727,93.29911041374423
37.744107744107744,93.46622286814372
38.215488215488215,93.62894860331382
38.686868686868685,93.78761519181586
39.158249158249156,93.94273520793936
39.62962962962963,94.09458653244862
40.1010101010101,94.24218750654127
40.572390572390574,94.38630876905985
41.043771043771045,94.52747159224917
41.515151515151516,94.66589516458367
41.986531986531986,94.80172364521869
42.45791245791246,94.93484335565971
42.92929292929293,95.06448017788212
43.4006734006734,95.19155480936651
43.872053872053876,95.31654147776457
44.343434343434346,95.43841669845393
44.81481481481481,95.55721254041771
45.28619528619529,95.67291811230318
45.75757575757576,95.78671217614396
46.22895622895623,95.8981015956899
46.7003367003367,96.00644650396593
47.17171717171717,96.1120503461617
47.64309764309764,96.2158739816211
48.11447811447812,96.31687796686465
48.58585858585859,96.41453966822839
49.05723905723905,96.50989875609503
49.52861952861953,96.60228972342998
50.0,96.69254764957962
50.47138047138047,96.78140611253335
50.94276094276095,96.86839269986494
51.41414141414141,96.95352934554874
51.88552188552189,97.03722076922814
52.35690235690236,97.12004224610538
52.82828282828282,97.20162959657243
53.2996632996633,97.28156350354782
53.77104377104377,97.35984079038698
54.24242424242425,97.43662097002729
54.71380471380471,97.51131099318383
55.18518518518518,97.5836301049853
55.65656565656566,97.65427641089022
56.127946127946124,97.72323811193301
56.5993265993266,97.79074725443516
57.07070707070707,97.85627008647677
57.542087542087536,97.91984419835177
58.013468013468014,97.9818616787597
58.484848484848484,98.042305358693
58.95622895622895,98.10117871733388
59.427609427609426,98.1583064341566
59.898989898989896,98.21360198341416
60.370370370370374,98.26795278345372
60.841750841750844,98.32082818336558
61.31313131313131,98.37231092717698
61.784511784511785,98.42216042188
62.255892255892256,98.47061423510675
62.727272727272734,98.51830739323103
63.1986531986532,98.56442538946165
63.67003367003367,98.60912758546719
64.14141414141415,98.65301708990704
64.61279461279462,98.69597167760013
65.08417508417509,98.73790830198163
65.55555555555556,98.7790629423615
66.02693602693603,98.81893172240555
66.4983164983165,98.8574262255069
66.96969696969697,98.89518525975903
67.44107744107744,98.93214869581853
67.91245791245791,98.96830965095555
68.38383838383838,99.00336778099073
68.85521885521885,99.03726749464428
69.32659932659932,99.07036601316005
69.7979797979798,99.10288388643156
70.26936026936028,99.1346780141849
70.74074074074073,99.16590541342248
71.21212121212122,99.1963602829577
71.68350168350169,99.22584892310698
72.15488215488215,99.25424865488291
72.62626262626263,99.2817943987139
73.0976430976431,99.3085114164876
73.56902356902357,99.33462797280576
74.04040404040404,99.3600481632565
74.51178451178451,99.38472297675234
74.98316498316498,99.4083948781811
75.45454545454545,99.43128199713556
75.92592592592592,99.45333910424806
76.3973063973064,99.47469084500025
76.86868686868686,99.49580834603358
77.34006734006734,99.51662179680221
77.8114478114478,99.53682102065554
78.28282828282829,99.55647242459163
78.75420875420875,99.57558054667417
79.22558922558922,99.59439702253269
79.6969696969697,99.61269320939346
80.16835016835017,99.63040958298829
80.63973063973064,99.64751324235569
81.11111111111111,99.66430680070687
81.58249158249158,99.68049377121652
82.05387205387206,99.69631557887095
82.52525252525253,99.71171459026182
82.996632996633,99.72653688939691
83.46801346801347,99.74120186899202
83.93939393939394,99.75545055688147
84.41077441077441,99.76920149482265
84.88215488215488,99.78234327335294
85.35353535353535,99.79504584295609
85.82491582491582,99.80769085478525
86.29629629629629,99.82002863970516
86.76767676767678,99.83161923244474
87.23905723905723,99.8425810008309
87.7104377104377,99.85305054057963
88.18181818181819,99.86320491180768
88.65319865319864,99.87287537418166
89.12457912457913,99.8823254379309
89.5959595959596,99.89140322919188
90.06734006734007,99.89995657156348
90.53872053872054,99.90831712186427
91.01010101010101,99.9162592626963
91.48148148148148,99.92378541436022
91.95286195286195,99.93105622430933
92.42424242424242,99.93782686400958
92.89562289562289,99.94421842412609
93.36700336700336,99.95047845603108
93.83838383838385,99.95630933838336
94.3097643097643,99.96167476667372
94.78114478114477,99.9669001957004
95.25252525252526,99.97181643132359
95.72390572390572,99.97637869798191
96.1952861952862,99.98055878404631
96.66666666666667,99.98430767842936
97.13804713804713,99.98753499803
97.60942760942761,99.99055402050902
98.08080808080808,99.9931142447528
98.55218855218855,99.99533078630931
99.02356902356902,99.99735619975172
99.4949494949495,99.99886903890459
99.96632996632997,99.99995083764487
