volume_bin,days_purchased,days_approved,days_shipped,days_delivered
1 (smallest),0.0,0.4435006347962148,3.0252301418612153,12.082759126128558
2,0.0,0.41307716608744444,3.0630997321522435,12.262849784867006
3,0.0,0.425072975144323,3.049640809299789,12.513409241302629
4 (largest),0.0,0.43839643717763643,3.7998444908663593,13.381416424726831
