Segment,days_purchased,days_approved,days_shipped,days_delivered
Engaged-Premium,0.0,0.4070621279998516,3.0209119008974605,11.040553040966628
Silent-Premium,0.0,0.3997953630217519,3.026873778438905,11.230600859778804
Bulk-Buyer,0.0,0.47066491939598004,3.3945902136694843,11.169163544581146
Budget-Regular,0.0,0.46508079709594813,2.8945529422250913,11.456906633973022
Delivery-Disappointed,0.0,0.4524475647825401,4.8896404375578815,23.621410745909746
